date,region,index,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,new_tests,new_cases,new_deaths
2020-03-02,ME,0,1.3538152316264591,1.347229429390692,1.1350227347327486,1.5380809687690722,68.71935749138483,0,0,0,0,NA,NA,NA
2020-03-03,ME,1,1.347466305026201,1.33956959481903,1.127512325508936,1.5140197930629775,0.6664052324527796,0,0,0,0,NA,NA,NA
2020-03-04,ME,2,1.3431125013868783,1.3366601461181735,1.1309941569112667,1.5020898880097635,9.447788315085097,0,0,0,0,NA,NA,NA
2020-03-05,ME,3,1.3384066952241482,1.3342575499673766,1.1292109538431985,1.4807861024354818,17.922688631600547,0,0,0,0,NA,NA,NA
2020-03-06,ME,4,1.3300897010358474,1.329534272189061,1.1524068685248272,1.4866680164782151,19.26817926372848,0,0,0,0,NA,NA,NA
2020-03-07,ME,5,1.3221890309632744,1.3225617239669274,1.1403789688879884,1.464793163353951,19.16866375238394,0,0,0,0,0,0,0
2020-03-08,ME,6,1.3137374864124007,1.3115055780492684,1.1496224437949705,1.4541294867741248,19.987199475248804,4.945022824616419,0,0,0,0,0,0
2020-03-09,ME,7,1.3040155935826407,1.2976691460159384,1.1393272473055136,1.4373134390191789,21.23431399704932,7.683842401046674,0,0,0,0,0,0
2020-03-10,ME,8,1.2884128584123309,1.2843053518084104,1.1408174402241098,1.4135073105816935,22.459147900580245,9.31066822307018,0,0,0,19,0,0
2020-03-11,ME,9,1.2746082119333657,1.2684305488674592,1.1336745997639264,1.3894440052217782,23.652364555957064,10.679834813635756,0,0,0,22,0,0
2020-03-12,ME,10,1.2603415279282495,1.2592156519631963,1.1380279022177924,1.3799491744019856,24.86466044709409,12.42239726009293,2.1726625577074725,1,39,24,1,0
2020-03-13,ME,11,1.2437404613363596,1.2405623397359986,1.1195853062147754,1.3518547561277892,26.09559183065383,13.725889391445335,4.345325115414945,2,25,28,2,0
2020-03-14,ME,12,1.2273996040937205,1.2220986227012995,1.1251551973470455,1.3500730035429471,27.33179756561106,15.57519954884522,0,0,0,0,0,0
2020-03-15,ME,13,1.2124383195634278,1.208136413918896,1.1141576478018258,1.3243109159142394,28.557670090941645,16.522798599431475,0,0,0,0,0,0
2020-03-16,ME,14,1.192286667979972,1.188484272784018,1.0754139433309833,1.2828820131717915,29.76148802762057,17.721338903241147,30.41727580790462,14,670,687,14,0
2020-03-17,ME,15,1.1744803861634778,1.171698402718049,1.0616493151864856,1.2582949315717822,30.93864674514057,19.292338337582915,32.589938365612085,15,554,554,15,0
2020-03-18,ME,16,1.1548291480957196,1.1518202279317231,1.0424164771049853,1.2296984691123358,32.071237756260665,20.352176012964712,23.8992881347822,11,378,378,11,0
2020-03-19,ME,17,1.1341576902005983,1.1308673705149437,1.053326024185733,1.2341676280832867,33.141783045912604,21.65156584482248,21.726625577074728,10,344,344,10,0
2020-03-20,ME,18,1.116256070262521,1.1149284912262143,1.0237783656946664,1.1959710653984437,34.137549807558734,22.91039798692856,8.69065023082989,4,264,264,4,0
2020-03-21,ME,19,1.0995069038574112,1.0999787644060226,1.0085185068366862,1.1762421056658474,35.041383371375176,24.45597453501825,34.76260092331956,16,16,16,16,0
2020-03-22,ME,20,1.081123347586237,1.0811788883991995,1.002182790507915,1.1647818127403209,35.781289910422785,25.64198721704768,34.76260092331956,16,16,16,16,0
2020-03-23,ME,21,1.062761453656232,1.0595557552904702,0.9749499552197612,1.1394982329230356,36.5103622063797,26.91661344061862,39.10792603873449,18,545,545,18,0
2020-03-24,ME,22,1.0509861022592115,1.0498200193798346,0.9580783592214364,1.1268741864563496,37.116105720244335,28.23969164892901,39.10792603873449,18,241,241,18,0
2020-03-25,ME,23,1.037365474769096,1.0350392908441326,0.9472204232426852,1.1098051979067336,37.59341728623337,29.569007558526877,52.143901384979344,24,187,187,24,0
2020-03-26,ME,24,1.027356757281245,1.0211878603556457,0.9416210182601138,1.1063843648164309,37.973439405855366,30.857507597761103,13.035975346244836,6,223,223,6,0
2020-03-27,ME,25,1.018961131242324,1.019568507539104,0.9118888412006882,1.0817649256284083,38.270630431435926,32.183638470251594,28.24461325019714,13,13,13,13,1
2020-03-28,ME,26,1.0105534530468845,1.0090056924771291,0.921032039792538,1.080173922719478,38.48972624664997,33.411574402250984,93.42448998142132,43,43,43,43,0
2020-03-29,ME,27,1.003275586867327,1.0033399421131033,0.9202242936019058,1.073694265033834,38.64281120221294,34.552045224142205,91.25182742371383,42,42,42,42,2
2020-03-30,ME,28,0.9973036113455664,0.9951656027255242,0.9182547374826404,1.0757958116869597,38.73583228403356,35.64561309821875,47.79857626956439,22,22,22,22,0
2020-03-31,ME,29,0.9945780592313922,0.9952537027107068,0.9295055209536252,1.0808846270801364,38.77210951298355,36.720066926364474,60.83455161580924,28,2722,2722,28,2
2020-04-01,ME,30,0.9910083391783612,0.9932464939089932,0.9140455860389912,1.0607082749489556,38.760320305752394,37.688691371841905,89.07916486600638,41,41,41,41,2
2020-04-02,ME,31,0.9903141446982088,0.9911317940480898,0.9168587465831044,1.0655256419740873,38.71684077352753,38.58717353223136,69.52520184663912,32,32,32,32,0
2020-04-03,ME,32,0.9906942873398012,0.9893406545238814,0.897163071201116,1.0548051835623102,38.65084730194332,39.35685302254512,121.66910323161848,56,56,56,56,2
2020-04-04,ME,33,0.99120219034168,0.9898923911753962,0.9147022497615844,1.068491319146576,38.57133459304626,40.0759785086256,52.143901384979344,24,24,24,24,1
2020-04-05,ME,34,0.9917376059400296,0.9925323657265936,0.9141190606559624,1.066755003966852,38.491534008550246,40.693001331729896,30.41727580790462,14,14,14,14,0
2020-04-06,ME,35,0.9960415112245358,0.9937673636565229,0.9202571511439416,1.0756566163255656,38.416549387648566,41.24225932465021,63.00721417351669,29,29,29,29,0
2020-04-07,ME,36,1.000314565163622,0.9961971449417344,0.9219952288408684,1.0834930677467614,38.347554984115355,41.688395816824865,43.453251154149456,20,20,20,20,2
2020-04-08,ME,37,1.006369450723778,1.007186022408527,0.9275123451064048,1.0835531351941634,38.29792139420721,42.074187264275494,39.10792603873449,18,18,18,18,2
2020-04-09,ME,38,1.0109378545539924,1.0084185672196058,0.9262422046368262,1.0812545737226569,38.280292566818616,42.374295091822695,49.97123882727187,23,23,23,23,2
2020-04-10,ME,39,1.0188903351869514,1.0179816041829466,0.9422132526613324,1.096430038892422,38.30198835678552,42.62011152660219,56.48922650039428,26,26,26,26,1
2020-04-11,ME,40,1.0247143518021475,1.0222672441394196,0.949005619932329,1.1018982951425114,38.3638650203856,42.79889753598815,65.17987673122417,30,30,30,30,2
2020-04-12,ME,41,1.0307772736025431,1.0288548960795796,0.962791518001204,1.1173970174407637,38.47255609639986,42.9407106332968,36.93526348102704,17,17,17,17,0
2020-04-13,ME,42,1.0391678845329817,1.0392222629123526,0.9623053887992504,1.1207503344985037,38.631732603198,43.04075468756443,86.5493842728512,65,5585,5585,65,0
2020-04-14,ME,43,1.0469103014509835,1.0447943184325488,0.9670230533580432,1.1282425619243974,38.83923095387371,43.12585172556289,78.21585207746901,36,36,36,36,1
2020-04-15,ME,44,1.053918570344165,1.054095754246727,0.9737591443846492,1.1391458465965751,39.10249400187488,43.15973223955085,78.21585207746901,36,2504,2504,36,4
2020-04-16,ME,45,1.0631883813452534,1.0610042581748944,0.9833197325458376,1.1466827459755338,39.42701502816245,43.19237459813424,56.48922650039428,26,26,26,26,3
2020-04-17,ME,46,1.0703234627545777,1.0652247240843329,0.975653965671894,1.1402747224075096,39.81006701522621,43.224660407533456,67.35253928893164,31,31,31,31,2
2020-04-18,ME,47,1.076588239136011,1.076364453378421,0.9941674533574708,1.162724668226916,40.25816025921854,43.270751416787775,43.453251154149456,20,20,20,20,3
2020-04-19,ME,48,1.0799920540062002,1.0797967448819414,0.9865400718132608,1.1492501681772411,40.773130457310465,43.31405164910514,43.453251154149456,20,20,20,20,2
2020-04-20,ME,49,1.0839589032699295,1.0807246553173395,0.9995581428996267,1.161205937847504,41.34582073710303,43.386136865928,17.38130046165978,8,8,8,8,1
2020-04-21,ME,50,1.0874660611944946,1.0843646577868615,0.9892613588655772,1.160108031750292,41.96173039844003,43.48296056293808,28.24461325019714,13,13,13,13,1
2020-04-22,ME,51,1.088246241665637,1.0877573132813163,1.0016276649342832,1.1736094350705393,42.613445611673114,43.613952371207134,41.28058859644197,19,2727,2727,19,3
2020-04-23,ME,52,1.0888180065288535,1.088096346732458,1.016954195962514,1.1894988260499493,43.300943374569606,43.789497095201966,65.17987673122417,30,30,30,30,5
2020-04-24,ME,53,1.0899903124174015,1.0881479847301756,0.9992435436159168,1.1674201558838757,44.01448556866783,44.001428782721824,60.83455161580924,28,28,28,28,3
2020-04-25,ME,54,1.0897367619534883,1.0881258755567087,1.0096735356872908,1.1780719011428598,44.745300507311754,44.26555948437968,54.31656394268681,25,25,25,25,3
2020-04-26,ME,55,1.0864209624256758,1.0843486461029157,0.9998468240070044,1.1642680620948038,45.49442349862254,44.58129284907626,54.31656394268681,25,25,25,25,0
2020-04-27,ME,56,1.0828598581834437,1.079292912241793,0.998642527217648,1.1688431333592322,46.25925827623927,44.959436201702175,17.38130046165978,8,8,8,8,1
2020-04-28,ME,57,1.0793074676592092,1.0798567535837809,0.983130644340216,1.15225617715176,47.02040561326563,45.37964439844967,36.93526348102704,17,17,17,17,0
2020-04-29,ME,58,1.0750130055549747,1.0729019889449558,0.9783845161600884,1.1544419963800334,47.76088761685972,45.85698467871765,34.76260092331956,16,2778,2778,16,1
2020-04-30,ME,59,1.0699582776184076,1.0678696859420704,0.970553228033954,1.1510654744486772,48.47607181449673,46.38876025264822,84.73383975059144,39,39,39,39,1
2020-05-01,ME,60,1.0645295233658365,1.0652589395242478,0.9775181486326544,1.1523333613606594,49.163992463624105,46.961174177644786,60.83455161580924,28,28,28,28,2
2020-05-02,ME,61,1.057878818549957,1.057013503137568,0.97076004144667,1.144222812403742,49.81871104465186,47.58563122660219,63.00721417351669,29,29,29,29,1
2020-05-03,ME,62,1.054745037357072,1.0527398526177971,0.9698208844195508,1.1496612822369854,50.43333383859875,48.24850019957983,71.69786440434659,33,33,33,33,1
2020-05-04,ME,63,1.0476643632546587,1.0461789036471951,0.9586900356475828,1.1272990516959012,50.99864837728171,48.945089543165075,43.453251154149456,20,20,20,20,0
2020-05-05,ME,64,1.0426893765565088,1.0414370540053408,0.9545551935484644,1.1291459680532308,51.522263917174946,49.66671208690362,45.62591371185693,21,21,21,21,4
2020-05-06,ME,65,1.0363537031533814,1.0344726768710453,0.950797472762032,1.1170319286110908,52.00106451003028,50.419241045323325,60.83455161580924,28,2574,2574,28,1
2020-05-07,ME,66,1.0268346567236222,1.0266724962236546,0.9432693470993256,1.1089838172896431,52.428125872183294,51.16511943443762,165.1223543857679,76,76,76,76,0
2020-05-08,ME,67,1.021764847261618,1.0210826618321094,0.932601772376444,1.0942336606338183,52.8002844352638,51.93025842491849,95.5971525391288,44,44,44,44,1
2020-05-09,ME,68,1.0126142319044935,1.0123027174425618,0.9346164532461332,1.0927039665950935,53.09765610817469,52.6930098458115,73.87052696205406,34,34,34,34,1
2020-05-10,ME,69,1.0059616497870412,1.0062454903064926,0.9213952589804284,1.08373511109008,53.32265388606674,53.44506743238362,60.83455161580924,28,28,28,28,0
2020-05-11,ME,70,0.998272557151804,0.9957610503601486,0.9046044979444202,1.0634934767745416,53.474752220194,54.18084556023415,56.48922650039428,26,26,26,26,1
2020-05-12,ME,71,0.9927858357189732,0.9885272095612038,0.9030449686055148,1.06302618966897,53.5492510902143,54.89482633944476,32.589938365612085,15,15,15,15,0
2020-05-13,ME,72,0.986800959234072,0.9856380300000156,0.8994853146197329,1.0552300966014685,53.54853384031895,55.58131215129461,82.56117719288395,38,38,38,38,1
2020-05-14,ME,73,0.9805280783914518,0.9803093199186186,0.8926556145425394,1.0515396380648387,53.48124563392,56.23489414193251,108.63312788537364,50,50,50,50,3
2020-05-15,ME,74,0.9756943377201376,0.9755724331715906,0.8940535182733242,1.0544823704086697,53.35385384884685,56.84939166040043,82.56117719288395,38,38,38,38,0
2020-05-16,ME,75,0.9704189861391146,0.9705659658391852,0.8921107410047988,1.0446764574213483,53.16478320560251,57.41860421121274,97.76981509683628,45,45,45,45,1
2020-05-17,ME,76,0.9658132822835328,0.965447494658164,0.8841535056787324,1.0370549143170371,52.919933269788416,57.93675849028661,84.73383975059144,39,39,39,39,0
2020-05-18,ME,77,0.9625063857783678,0.9594211151709062,0.8801788095257822,1.0384466484434869,52.62417402910672,58.39837738260218,56.48922650039428,26,26,26,26,1
2020-05-19,ME,78,0.9581638529106076,0.9565143260201848,0.8755394980269282,1.0271814740162732,52.280722107355786,58.79855688474592,60.83455161580924,28,28,28,28,2
2020-05-20,ME,79,0.95243179932577,0.951860633013612,0.8698266993405726,1.0185230023086678,51.899869835726086,59.13385811208651,43.17162648084613,78,13436,13436,78,0
2020-05-21,ME,80,0.949721786996708,0.9491878271864208,0.8823534817524558,1.027402919465672,51.48268550482955,59.4021733117291,126.0144283470334,58,58,58,58,0
2020-05-22,ME,81,0.9492552269172404,0.9477387972329108,0.8627382658429006,1.008889521731419,51.01831960982658,59.602314145300426,154.25904159723058,71,71,71,71,2
2020-05-23,ME,82,0.9476603410264056,0.9471327599107772,0.8747964673688619,1.021584448753274,50.51489939450348,59.73403518500187,141.22306625098568,65,65,65,65,2
2020-05-24,ME,83,0.9480995372666612,0.9459627808717166,0.8648855916672538,1.013380182350028,49.99862140236736,59.7979257496686,91.25182742371383,42,42,42,42,1
2020-05-25,ME,84,0.9484346018000502,0.9477293263418568,0.8824737094974809,1.033545959202438,49.47950713785104,59.79537589437941,41.28058859644197,19,19,19,19,0
2020-05-26,ME,85,0.946294014226968,0.948520990712962,0.8715748006906051,1.0214626596840597,48.96197166135825,59.7287992990481,76.04318951976154,35,35,35,35,1
2020-05-27,ME,86,0.946625985039266,0.9457821014832608,0.8699876801907982,1.02357229550153,48.45058899941592,59.60116069636139,25.8407177054594,28,8058,8058,28,2
2020-05-28,ME,87,0.9464931644362664,0.9487663858747952,0.8772665239788531,1.0268138264230349,47.93609204555225,59.41456517281525,112.97845300078856,52,52,52,52,3
2020-05-29,ME,88,0.9464608462674946,0.9426729622958984,0.8700656247459406,1.0239395930456734,47.418881546126286,59.1711911974973,80.38851463517649,37,37,37,37,1
2020-05-30,ME,89,0.9454947529507396,0.9427858242303224,0.8698572710749575,1.030450237606528,46.90550639888961,58.87503552556714,107.8883436635191,56,3860,3860,56,4
2020-05-31,ME,90,0.9456612878383324,0.9460219964880644,0.8651214099110976,1.0235327255641389,46.39571063090988,58.53160035974267,93.42448998142132,43,43,43,43,0
2020-06-01,ME,91,0.94731557770907,0.9463038624792456,0.8710779674048359,1.024698090079859,45.885340796100856,58.14722388074854,52.143901384979344,24,24,24,24,0
2020-06-02,ME,92,0.9480395697397328,0.9478504840939892,0.8639639152851732,1.0162368418880658,45.37714568151157,57.72852157986679,60.83455161580924,28,3335,3335,28,5
2020-06-03,ME,93,0.9484206079774172,0.9479404360421344,0.8592124483188498,1.0116595771493129,44.882735813777984,57.28109767307861,89.07916486600638,41,41,41,41,1
2020-06-04,ME,94,0.9487792680346612,0.9453349045031216,0.874014406023937,1.0269200203105753,44.40466192534903,56.80971608115527,60.83455161580924,28,3192,3192,28,0
